image,package,old_version,advisory,severity,comparison,source
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-66864,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66864
image-app,tar,1.34+dfsg-1ubuntu0.1.22.04.6,CVE-2026-18508,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-18508
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-90803,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90803
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-90803,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90803
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-90803,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90803
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-90803,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90803
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-90803,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90803
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-90803,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90803
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-56403,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-56403
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-56407,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-56407
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-56406,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-56406
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-90804,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90804
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-90804,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90804
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-90804,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90804
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-90804,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90804
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-90804,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90804
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-90804,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90804
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-91782,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-91782
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-91782,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-91782
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-91782,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-91782
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-91782,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-91782
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-91782,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-91782
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-91782,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-91782
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-91781,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-91781
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-91781,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-91781
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-91781,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-91781
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-91781,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-91781
